"total_expenditure","food_expenditure","education_expenditure","kerosene_expenditure","electricity_expenditure","kerosene_lamps","num_kerosene_lamps","kerosene_lamp_hours","kerosene_other","lighting_hours","child_lighting","adult_lighting","appliances","appliance_use","adult_activity","child_activity","satisfaction_reliability","satisfaction_cost","satisfaction_safety","satisfaction_brightness","satisfaction","satisfaction_chng","elec_value","satisfaction_business","income_increase","business_interest","aspirations","knowledge","distance","instrument","treat","gender","birthplace","age","religion","caste","education","homeBuilt","yrsConnected","elec_hours","Pole","hours_avail","outages","low_voltage","adult_home_work","adult_home_cook","adult_home_charge","adult_home_clean","adult_home_leisure","adult_home_time","lighting_business","lighting_friends_family","lighting_studying","lighting_reading","lighting_media","lighting_other","mobile","ic_bulb","cfl_bulb","led_light","tube_light","fans","iron","refrigerator","television","radio","cooler","washing_machine","electric_stove","inverter","water_pump","other","respond","total_expenditure_obs"
3000,2500,100,0,NA,0,0,0,0,0.166666666666667,1,0,1,3,2.33333333333333,1.85714285714286,4,4,4,4,3.6,4,100,NA,0,0,3.4,0,55,0,0,0,1,50,1,1,TRUE,4,NA,NA,1093,NA,NA,NA,2,1,0,1,0,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2500,0,40,NA,1,2,5,0,0.5,0,0,0,0,2.33333333333333,1.71428571428571,4,4,4,4,3.4,4,50,NA,1,0,3.4,0,46,0,0,0,1,60,1,0,FALSE,10,NA,NA,1095,NA,NA,NA,2,1,0,1,0,10,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
2500,2000,100,27,NA,1,2,6,0,0.5,1,0,0,0,2.5,2,4,4,4,4,3.6,4,100,NA,0,0,3.4,0,55,0,0,0,1,30,1,1,FALSE,5,NA,NA,1094,NA,NA,NA,2,1,0,2,0,10,0,1,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500
3000,2500,0,54,NA,1,1,4,0,0.333333333333333,0,0,0,0,2.5,2,4,4,4,4,3.6,4,50,NA,0,0,3.2,0,52,0,0,0,1,45,1,1,FALSE,6,NA,NA,1094,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3500,3000,0,54,NA,1,2,6,0,0.166666666666667,0,0,0,0,2.5,0,4,2,3,4,2.8,4,100,NA,1,0,3.2,0,48,0,0,0,1,60,1,1,TRUE,7,NA,NA,1094,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
1500,1000,0,56,NA,1,2,4,0,0,0,0,0,0,3.66666666666667,0,4,4,4,4,3.8,3,0,NA,0,0,2.6,0,34,1,0,0,1,38,1,1,FALSE,15,NA,NA,1093,NA,NA,NA,4,2,0,2,1,13,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,2500,200,54,NA,1,2,4,0,0.333333333333333,0.5,0,1,4,2.5,1.85714285714286,4,4,4,4,3.4,4,100,NA,1,0,3.4,0,49,0,0,0,1,40,1,1,TRUE,5,NA,NA,1093,NA,NA,NA,2,2,0,1,0,10,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,4000,0,0,0,0,0,0,0,0.5,0,0,3,1,3.16666666666667,2.14285714285714,4,4,4,5,3.6,5,0,NA,0,0,3,0.1,25,1,1,1,0,40,1,0,FALSE,2,0.58,13,1093,13,1.33333333333333,0.666666666666667,5,2,0,1,1,10,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3500,2600,200,54,NA,1,2,4,0,1,0.5,0,1,4,2.5,2,4,4,4,4,3.4,5,150,4,1,0,3.4,0,47,0,0,0,1,30,1,1,FALSE,10,NA,NA,1093,NA,NA,NA,2,1,0,2,0,10,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
3000,2500,0,54,200,1,2,6,0,0.166666666666667,0,0,3,16,2.5,0,4,4,2,4,3,5,200,NA,1,0,3.6,0,30,1,1,0,1,40,1,1,FALSE,20,2,11.3333333333333,1095,11.3333333333333,4.66666666666667,4,2,1,0,2,0,10,0,0,0,0,0,1,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3500,2000,100,0,NA,0,0,0,0,1,0,0,1,1,3.16666666666667,2,4,4,5,4,3.8,4,50,NA,0,0,3.4,0,30,1,0,1,0,38,1,0,FALSE,10,NA,NA,1093,NA,NA,NA,3,2,0,2,2,10,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2500,1500,0,0,0,0,0,0,0,0.5,0,0,4,2,3.5,0,4,4,4,5,3.6,5,0,NA,0,1,3.2,0.2,29,1,1,0,1,58,1,0,FALSE,4,0.41,13,1094,13,2.66666666666667,1,4,2,0,1,2,12,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2500
7000,2500,0,50,100,1,2,3,0,0,0,0,3,15,3.16666666666667,1.42857142857143,4,4,4,4,3.6,4,0,NA,0,0,3.2,0.1,28,1,1,0,1,28,1,0,FALSE,NA,2,8,1096,8,4.33333333333333,5.33333333333333,3,4,0,2,1,9,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7000
5000,3000,0,50,NA,1,2,3,0,0,0,0,0,0,3,1.42857142857143,4,4,4,4,3.6,3,0,NA,0,0,3.2,0.1,50,0,0,0,1,30,0,0,FALSE,NA,NA,NA,1096,NA,NA,NA,3,4,0,1,1,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2000,1500,0,0,NA,1,2,4,0,0.666666666666667,0,0,3,11,2.33333333333333,2.14285714285714,2,3,3,2,2.4,4,100,NA,0,1,3.8,0,55,0,0,0,1,24,0,0,TRUE,NA,NA,NA,1096,NA,NA,NA,1,1,0,1,2,9,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
2000,1500,50,50,NA,1,2,7,0,0,0,0,1,1,2.33333333333333,1.42857142857143,3,3,3,3,3,4,30,NA,0,0,3.6,0.1,59,0,0,1,0,28,0,0,TRUE,NA,NA,NA,1096,NA,NA,NA,2,2,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
4000,2500,0,0,0,0,0,0,0,0.166666666666667,0,0,4,27,4.5,2.57142857142857,2,2,3,4,2.6,4,300,NA,0,1,4,0.1,32,1,1,1,0,26,0,1,FALSE,22,0.67,9.66666666666667,1136,9.66666666666667,11.3333333333333,11.6666666666667,3,1,0,1,2,20,0,1,0,0,0,0,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4000
3000,1500,0,0,NA,0,0,0,0,0.5,0,4.5,1,3,2.83333333333333,1.71428571428571,4,4,4,4,3.4,4,150,NA,0,0,3.6,0,47,0,0,0,0,35,0,0,FALSE,30,NA,NA,1136,NA,NA,NA,2,2,0,1,0,12,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
5000,1500,0,0,0,0,0,0,0,0.166666666666667,0,0,4,13,3.66666666666667,0,2,2,4,4,3.2,4,200,NA,0,0,4,0,28,1,0,1,0,23,0,1,FALSE,20,0.5,10.3333333333333,1136,10.3333333333333,3,9.33333333333333,3,2,0,1,3,13,0,1,0,0,0,0,NA,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,5000
12000,9000,1000,0,0,0,0,0,0,0.5,0.5,0,7,14,3.33333333333333,1.71428571428571,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.3,22,1,1,0,1,24,1,0,TRUE,10,8,11,1134,11,3.33333333333333,4.66666666666667,4,4,0,2,1,9,0,3,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,12000
3000,2000,0,81,NA,1,2,6,0,0,0,0,1,2,2.83333333333333,2.14285714285714,3,2,2,5,2.8,4,50,NA,0,0,3.6,0,57,0,0,0,0,43,1,1,FALSE,20,NA,NA,1134,NA,NA,NA,3,2,0,1,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
5000,3500,0,0,0,0,0,0,0,0.333333333333333,0,0,2,8,3,0,4,4,4,4,3.8,4,0,NA,0,0,3.2,0,30,1,1,0,1,28,1,1,FALSE,20,8,10.3333333333333,1134,10.3333333333333,5.33333333333333,6,3,3,0,2,1,9,0,2,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3000,2000,0,54,NA,1,2,9,0,0,0,0,0,0,2.83333333333333,1.71428571428571,2,3,2,2,2,4,50,NA,0,1,4.2,0,55,0,0,0,1,45,1,1,FALSE,20,NA,NA,1134,NA,NA,NA,2,3,0,1,1,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,2000,250,81,NA,1,3,7,0,0,0,0,1,1,2.66666666666667,1.57142857142857,3,2,3,3,2.6,4,100,NA,0,0,3.6,0.1,58,0,0,0,1,42,1,0,FALSE,9,NA,NA,1134,NA,NA,NA,3,2,0,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6000,5000,0,0,0,0,0,0,0,0.5,0,0,3,9,2.66666666666667,1.57142857142857,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,33,1,1,0,1,35,1,1,FALSE,25,8,10.3333333333333,1134,10.3333333333333,5.33333333333333,4.66666666666667,3,3,0,1,0,9,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
8000,3000,200,50,0,1,2,3,0,0,0.5,0,3,3,3.5,2.28571428571429,4,5,4,5,4.4,4,150,NA,1,1,3.2,0.1,25,1,1,0,1,30,0,1,FALSE,30,1,7.66666666666667,1097,7.66666666666667,5.66666666666667,6.66666666666667,3,3,0,2,1,12,0,0,0,0,0,0,NA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8000
5000,3000,0,120.5,0,1,2,2,0,0,0,0,6,25,3.33333333333333,2.42857142857143,3,3,2,4,2.8,4,250,NA,0,1,4,0.2,33,1,1,0,1,45,0,1,FALSE,23,1,9.33333333333333,1097,9.33333333333333,9.33333333333333,11,2,2,0,1,3,12,0,0,0,0,0,0,NA,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5000
8000,4000,250,50,NA,1,1,5,0,0,0,0,0,0,3.66666666666667,0.428571428571429,4,2,4,4,3.4,4,100,NA,1,1,3.6,0,53,0,0,0,1,38,0,1,TRUE,35,NA,NA,1097,NA,NA,NA,5,2,0,2,1,12,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000
5000,2000,500,50,0,1,2,4,0,0,0,0,4,9.2,3.66666666666667,2.14285714285714,4,4,4,4,3.6,4,150,NA,1,0,3.6,0,46,0,1,1,1,18,0,1,FALSE,44,1,5.33333333333333,1097,5.33333333333333,6,3,3,3,0,1,2,13,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5000
6000,4000,0,0,0,0,0,0,0,0,0,0,3,17,4,2.71428571428571,3,3,4,5,3.8,5,200,NA,0,0,3.4,0.2,30,1,1,0,1,50,0,1,FALSE,35,0.5,8,1097,8,9,10,4,2,0,2,3,13,0,0,0,0,0,0,NA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
3000,2000,200,78,500,1,2,5,0,2.66666666666667,0,0,1,3,2.66666666666667,2.28571428571429,2,2,2,4,2.2,4,200,NA,1,0,3.6,0.1,35,1,1,0,1,42,1,0,TRUE,NA,20,7.66666666666667,1098,7.66666666666667,5,4.33333333333333,2,2,0,2,0,10,0,0,0,9,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2000,0,0,NA,0,0,0,0,1.5,0,0,0,0,2.66666666666667,0,4,4,4,4,3.4,2,100,NA,0,0,3.2,0,60,0,0,0,1,65,1,0,TRUE,NA,NA,NA,1098,NA,NA,NA,2,2,0,2,0,10,0,0,0,0,0,9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
10000,6000,0,56,0,1,2,3,0,0,0,0,5,18,2.83333333333333,2.57142857142857,4,4,4,4,4,4,150,NA,1,1,3.2,0.3,29,1,1,0,1,45,1,1,TRUE,NA,8,10.3333333333333,1099,10.3333333333333,8.33333333333333,8.66666666666667,3,1,0,2,1,10,0,0,0,0,0,0,NA,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,10000
10000,60000,0,54,0,1,2,3,0,0,0,0,2,8.2,3.66666666666667,2.28571428571429,4,4,4,4,4,4,250,NA,1,1,3.2,0.1,28,1,1,0,1,25,1,0,FALSE,NA,6,7.33333333333333,1099,7.33333333333333,6.66666666666667,6.66666666666667,2,2,1,2,3,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
2500,2000,0,107,NA,1,2,4,0,0.5,0,0,0,0,2.66666666666667,0,4,4,4,4,3.4,2,50,NA,0,0,3.6,0.1,60,0,0,0,1,30,1,1,TRUE,NA,NA,NA,1099,NA,NA,NA,2,2,0,2,0,10,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2500,2000,0,48,NA,1,1,5,0,0.833333333333333,0,0,0,0,3,2.42857142857143,4,4,2,4,3,2,50,NA,0,0,2.8,0,59,0,0,0,1,25,1,1,FALSE,NA,NA,NA,1099,NA,NA,NA,2,2,0,1,3,10,0,0,0,0,0,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500
3000,2500,0,48,NA,1,2,4,0,0.666666666666667,0,0,0,0,3,2.28571428571429,4,4,4,4,3.4,2,120,NA,0,0,3.4,0.1,57,0,0,0,1,35,1,1,FALSE,NA,NA,NA,1099,NA,NA,NA,2,2,0,1,3,10,0,0,0,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,3800,0,56,NA,1,2,4,0,0.333333333333333,0,0,0,0,2.5,2.14285714285714,2,2,2,3,2,4,50,NA,0,0,3,0,48,0,0,0,1,40,1,1,FALSE,6,NA,NA,1101,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
8000,6000,0,108,0,1,2,3,0,0,0,0,7,26,4.16666666666667,2.42857142857143,4,4,3,4,3.4,4,200,NA,0,1,3.4,0.2,26,1,1,0,1,60,1,1,FALSE,4,0.67,11.3333333333333,1101,11.3333333333333,5.66666666666667,2.66666666666667,6,3,0,2,4,10,0,0,0,0,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8000
4000,3000,0,54,NA,1,2,4,0,0,0,0,0,0,4,2.57142857142857,4,2,4,2,2.8,3,50,NA,0,0,3.2,0.1,22,1,0,0,1,55,1,1,FALSE,6,NA,NA,1101,NA,NA,NA,6,2,0,2,4,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
6000,4500,0,52,NA,1,2,4,0,0.333333333333333,0,0,0,0,4.16666666666667,1.71428571428571,4,2,4,4,3.6,3,100,NA,0,0,3.4,0.1,28,1,0,0,1,55,1,0,FALSE,18,NA,NA,1100,NA,NA,NA,6,2,0,2,1,14,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
5000,4000,0,56,0,1,2,3,10,0.333333333333333,0,0,6,21,4.33333333333333,0,4,4,4,4,4,4,100,NA,0,0,3.2,0.2,22,1,1,0,1,50,1,0,FALSE,35,1,7,1035,7,14.3333333333333,12,6,2,0,2,2,14,0,0,0,0,0,2,NA,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5000
8000,7000,500,0,0,0,0,0,0,0,2.5,0,4,8,3.5,2.14285714285714,4,4,4,4,4,4,150,NA,0,1,3.2,0.2,23,1,1,0,1,45,1,0,TRUE,25,1,5.66666666666667,1100,5.66666666666667,9.33333333333333,10,5,2,0,2,0,12,0,0,0,0,0,0,NA,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,8000
8000,7000,0,54,NA,1,2,2,0,0.166666666666667,1,0,1,0,3.83333333333333,2,4,4,4,4,4,4,120,NA,0,0,3.6,0.1,22,1,0,0,1,52,0,1,FALSE,18,NA,NA,1100,NA,NA,NA,6,2,0,2,1,12,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
5000,4000,0,112,NA,1,2,6,0,0,0,0,0,0,4.66666666666667,0,4,4,4,2,3.2,3,50,NA,0,0,3.4,0.2,28,1,0,0,1,60,1,1,FALSE,15,NA,NA,1101,NA,NA,NA,8,2,0,2,4,12,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
5000,4500,0,56,NA,1,2,4,0,0,1,0,0,0,3.66666666666667,1.85714285714286,4,4,4,4,4,4,100,NA,0,1,3.2,0.1,30,1,0,0,1,50,1,0,TRUE,15,NA,NA,1035,NA,NA,NA,6,2,0,1,1,12,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3000,2500,100,50,NA,1,2,4,0,0,0.5,0,0,0,2.5,2.42857142857143,4,4,4,4,3.6,5,100,NA,1,0,3.4,0,58,0,0,0,1,38,1,1,TRUE,3,NA,NA,1100,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2500,100,56,NA,1,2,4,0,0.5,0,0,0,0,2.5,2.14285714285714,4,4,4,4,3.4,4,50,NA,0,0,3.4,0,50,0,0,0,1,40,1,1,FALSE,5,NA,NA,1101,NA,NA,NA,2,2,0,1,0,10,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
4000,3000,0,50,NA,1,2,3,1,0.166666666666667,0,0,1,0,3,1.85714285714286,4,4,4,4,3.6,5,100,NA,0,0,3.2,0,50,0,0,0,1,60,1,1,TRUE,4,NA,NA,1100,NA,NA,NA,2,1,0,2,3,10,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
4000,1500,0,84,NA,1,3,4,0,0,0,0,0,0,3,1.57142857142857,4,4,4,4,3.6,3,50,NA,0,0,2.8,0.1,55,0,0,0,1,40,1,0,TRUE,NA,NA,NA,1098,NA,NA,NA,3,3,0,2,1,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
3000,2000,0,28,NA,1,1,3,0,0,0,0,1,0,2,0,4,4,3,2,3.2,3,0,NA,0,0,3,0.2,28,1,0,0,1,45,1,1,FALSE,8,NA,NA,1103,NA,NA,NA,2,1,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
6000,5000,0,56,195,1,2,2,0,0,0,0,10,37,4.33333333333333,2.85714285714286,4,4,4,4,3.6,4,150,NA,0,0,3.2,0.2,21,1,0,0,1,60,1,0,FALSE,10,3,12.3333333333333,1103,12.3333333333333,5.33333333333333,2.66666666666667,8,2,0,2,4,10,0,0,0,0,0,0,2,1,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,6000
3000,2500,0,56,NA,1,2,4,0,0.666666666666667,0,0,0,0,1,1.71428571428571,4,2,4,4,3.2,4,50,NA,0,0,3.2,0,50,0,0,0,1,50,1,1,FALSE,4,NA,NA,1103,NA,NA,NA,2,2,0,2,0,0,0,0,0,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3500,3000,200,56,NA,1,1,4,0,0.333333333333333,0.5,0,0,0,2.5,2.28571428571429,4,2,4,4,3,4,100,NA,0,0,3.4,0,49,0,0,0,1,45,1,1,FALSE,4,NA,NA,1103,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
6000,3000,2500,56,NA,1,2,5,0,0,0,0,2,4,4.5,3.14285714285714,2,1,2,1,1.6,3,100,NA,0,1,4,0.3,21,1,0,0,1,45,1,0,FALSE,20,NA,NA,1102,NA,NA,NA,6,2,0,3,4,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
5000,4000,0,84,NA,1,3,4,0,0,0,0,3,2.2,4.5,2.85714285714286,3,2,2,1,1.8,3,50,NA,0,1,3.6,0.2,24,1,0,0,1,40,1,0,TRUE,16,NA,NA,1102,NA,NA,NA,8,2,0,2,5,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
4000,3000,0,56,195,1,2,3,0,0,0,0,3,12,4,2.57142857142857,4,4,4,4,3.6,4,150,NA,0,1,3.8,0.2,23,1,1,0,1,35,1,0,TRUE,4,3,13.3333333333333,1103,13.3333333333333,4.33333333333333,1.66666666666667,4,2,0,2,2,14,0,0,0,0,0,0,NA,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4000
3000,2600,100,56,NA,1,2,4,0,0.666666666666667,0,0,0,0,2.5,2.14285714285714,4,3,4,4,3.2,4,50,NA,0,0,3.2,0,52,0,0,0,1,30,1,1,FALSE,8,NA,NA,1103,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
4500,3500,500,28,NA,1,2,3,0,0.333333333333333,1.5,0,0,0,2.5,1.85714285714286,4,4,4,4,3.6,5,200,NA,1,0,3.4,0.3,49,0,0,0,1,40,1,0,TRUE,7,NA,NA,1102,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500
40000,3000,500,56,NA,1,2,4,0,0,1,0,2,0,2.5,2,4,4,4,4,3.6,4,250,NA,1,0,3,0,46,0,0,0,1,40,1,0,FALSE,5,NA,NA,1102,NA,NA,NA,2,2,0,1,0,10,0,0,0,0,0,0,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,40000
5000,4000,500,56,360,1,2,2,0,0,0,0,13,45.3,4,2.57142857142857,4,2,4,5,3.4,4,150,NA,0,1,3.4,0.5,26,1,1,0,1,35,1,0,TRUE,15,6,16,1102,16,5,2.66666666666667,5,2,0,2,3,12,0,0,0,0,0,0,2,2,4,0,0,2,1,0,1,0,0,0,0,0,0,0,1,5000
4000,3200,200,56,NA,1,2,4,0,0.333333333333333,0.5,0,0,0,2.5,2.14285714285714,4,4,4,4,3.4,4,200,NA,1,0,3.2,0,47,0,0,0,1,45,1,0,TRUE,10,NA,NA,1102,NA,NA,NA,2,2,0,1,0,10,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
3500,3000,100,27,200,1,2,4,0,0.333333333333333,1,0,4,8,2.5,1.85714285714286,4,4,4,3,3.4,4,200,NA,1,0,3.2,0,22,1,1,0,1,65,1,0,FALSE,5,1,11.6666666666667,1104,11.6666666666667,3,2,1,1,0,1,2,10,0,0,0,0,0,2,NA,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3500
3500,3200,200,54,NA,1,2,4,0,0.166666666666667,1,0,0,0,2.5,2.42857142857143,4,4,4,4,3.4,4,100,NA,1,0,3.6,0,25,1,0,0,1,60,0,0,FALSE,8,NA,NA,1104,NA,NA,NA,3,2,0,1,0,9,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
4000,3000,0,81,NA,1,3,6,0,0,0,0,1,1,3.33333333333333,1.71428571428571,2,2,1,3,2,3,100,NA,0,0,3.6,0.1,25,1,0,0,1,40,1,0,FALSE,30,NA,NA,1104,NA,NA,NA,6,2,0,1,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3500,3000,0,54,NA,1,2,5,0,0,0,0,1,1,2.83333333333333,1.42857142857143,4,4,4,3,3.4,3,50,NA,0,0,3,0,49,0,0,0,1,49,1,0,FALSE,20,NA,NA,1104,NA,NA,NA,2,2,0,1,2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
4000,3000,0,729,NA,1,2,4,0,0.5,0,0,0,0,2.83333333333333,1.71428571428571,2,2,2,3,2.2,4,60,NA,0,1,3,0.1,48,0,0,0,1,45,1,0,FALSE,30,NA,NA,1104,NA,NA,NA,4,2,0,1,1,9,0,3,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
3500,3200,0,54,NA,1,2,4,0,0.166666666666667,0,0,0,0,2.33333333333333,0,4,3,3,3,2.8,4,100,NA,1,0,3.4,0,23,1,0,0,1,60,1,0,FALSE,6,NA,NA,1104,NA,NA,NA,2,1,0,1,0,10,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
6000,3000,0,50,NA,1,4,16,0,3,0,0,0,0,3,2.42857142857143,2,2,2,2,1.8,2,50,NA,0,0,3.8,0.1,55,0,0,0,1,43,1,0,TRUE,40,NA,NA,1105,NA,NA,NA,2,1,0,2,0,13,0,9,0,9,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4000,3000,0,0,300,0,0,0,0,3,0,0,6,17,2.5,2.57142857142857,2,2,2,4,2.2,5,100,NA,1,0,3.6,0.1,25,1,1,0,1,45,1,0,TRUE,20,5,10.3333333333333,1105,10.3333333333333,7.33333333333333,5.66666666666667,2,1,0,2,0,10,0,9,0,0,0,9,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4000
5000,2500,1000,50,NA,1,2,5,0,0,1,0,1,3,2.83333333333333,3.71428571428571,2,2,2,2,1.8,2,100,NA,1,1,3.6,0,45,0,0,0,1,28,1,0,TRUE,55,NA,NA,1105,NA,NA,NA,2,1,0,1,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
7000,6000,500,54,0,1,2,2,0,0,0,0,4,24,4.16666666666667,2.14285714285714,2,4,4,5,3.8,5,100,NA,1,1,3.6,0.1,21,1,1,0,1,38,1,0,FALSE,15,1,7.33333333333333,1131,7.33333333333333,5,7.66666666666667,5,2,0,2,2,14,0,0,0,0,0,0,NA,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7000
3500,3000,0,26,NA,1,1,3,0,0.166666666666667,0,0,0,0,2.5,2.14285714285714,4,2,3,3,2.6,4,0,NA,0,0,3.4,0,52,0,0,0,1,40,1,1,FALSE,6,NA,NA,1131,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500
8000,6500,500,0,NA,0,0,0,0,0,1,0,2,0.1,3.83333333333333,2,5,4,4,4,4.2,4,100,NA,1,0,3.2,0.5,24,1,0,0,1,40,1,0,TRUE,10,NA,NA,1131,NA,NA,NA,5,2,1,2,1,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
